f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,0.0,-0.11909617,-0.08816063,-0.03895649,-0.1970515,-0.29398832,-0.056308527,-0.15491696,-0.47675762,-0.07907235,-0.087941274,-0.58581185,-0.10021486,-0.1531879,-0.5075823,-0.01786506,-0.17805792,-0.7387628,-0.074472114,-0.1917213,-0.8755784,-0.106925875,-0.19482364,-1.0,-0.13109167,-0.063540414,-0.49112472,-0.03387303,-0.0875742,-0.6007844,-0.13158512,-0.107250035,-0.41423258,-0.1443781,-0.09789892,-0.3217704,-0.1278961,0.01829533,-0.4494603,-0.058766242,-0.0077723297,-0.5470044,-0.15343745,-0.04525523,-0.3541198,-0.12066416,-0.041831087,-0.26776668,-0.07294844,0.097458854,-0.38426498,-0.08865625,0.053899303,-0.43518686,-0.14865921,0.010491777,-0.29820615,-0.12373097,0.007813702,-0.23232372,-0.089558385,POINT
0.0,0.0,0.0,-0.11565737,-0.09114168,-0.03574219,-0.19371662,-0.29782763,-0.051522363,-0.15132041,-0.4807081,-0.07402901,-0.07854444,-0.5833166,-0.09458986,-0.15070662,-0.5128201,-0.010587975,-0.17868362,-0.74491024,-0.06511634,-0.19274977,-0.87783176,-0.09554624,-0.19383776,-1.0,-0.11820736,-0.06232252,-0.49323583,-0.028447187,-0.08906878,-0.6087259,-0.12501624,-0.11111591,-0.42230773,-0.13791388,-0.09984798,-0.3346794,-0.12083606,0.019561693,-0.4504799,-0.0551289,-0.006311775,-0.5480661,-0.14892177,-0.046057206,-0.35618126,-0.11645964,-0.04081045,-0.27456388,-0.06841485,0.09844131,-0.3852859,-0.08675349,0.05673372,-0.44116727,-0.14450023,0.011698727,-0.30443865,-0.118151054,0.0115500875,-0.23898959,-0.08297366,POINT
0.0,0.0,0.0,-0.11787014,-0.091733195,-0.03526175,-0.19704358,-0.3022696,-0.049778946,-0.15468569,-0.48749188,-0.07123126,-0.07907807,-0.5904694,-0.09112775,-0.15338624,-0.51223105,-0.0061473097,-0.18455581,-0.74403286,-0.059989523,-0.20054413,-0.8762668,-0.090287514,-0.20149197,-1.0,-0.11309909,-0.065260954,-0.49662796,-0.024829376,-0.09347589,-0.6169095,-0.1234087,-0.116718955,-0.43148872,-0.13878274,-0.10403179,-0.34080783,-0.12220361,0.016316911,-0.45623222,-0.05237002,-0.012283256,-0.5545913,-0.14840846,-0.051537056,-0.36155286,-0.11764156,-0.04328824,-0.27900138,-0.06956895,0.095378265,-0.39241585,-0.08474509,0.04857848,-0.44725013,-0.14384064,0.006009382,-0.30734354,-0.1180435,0.010651073,-0.24126905,-0.082803816,POINT
0.0,0.0,0.0,-0.1133833,-0.09824992,-0.034164485,-0.19136593,-0.3035199,-0.050611224,-0.15273537,-0.4832259,-0.074584484,-0.075719014,-0.5848146,-0.0964927,-0.15088953,-0.5101521,-0.0055843233,-0.18442746,-0.74485904,-0.059426863,-0.19780779,-0.8771387,-0.090573795,-0.19685332,-1.0,-0.11342062,-0.064157784,-0.492035,-0.025015147,-0.089937046,-0.6171144,-0.12392158,-0.11270642,-0.44210252,-0.14313598,-0.104031816,-0.35195473,-0.12904872,0.018305857,-0.452806,-0.05261871,-0.007459252,-0.553753,-0.14737774,-0.044670977,-0.36869842,-0.11914599,-0.040049195,-0.28473988,-0.072447546,0.09785221,-0.39105514,-0.084838636,0.055150926,-0.45464477,-0.14111568,0.013393311,-0.318799,-0.11407607,0.015208877,-0.24874744,-0.077729285,POINT
0.0,0.0,0.0,-0.1130192,-0.095600866,-0.032749206,-0.19050807,-0.3007208,-0.049205367,-0.14764462,-0.4803632,-0.07367683,-0.06966245,-0.57792,-0.09635866,-0.1533782,-0.51116645,-0.006343663,-0.18753468,-0.74453306,-0.06153148,-0.20143627,-0.8759503,-0.093165435,-0.20042971,-1.0,-0.11663826,-0.06577229,-0.4917461,-0.027717777,-0.08883639,-0.62130207,-0.12642014,-0.11225987,-0.4422952,-0.14414507,-0.104592875,-0.35529906,-0.12953977,0.017786622,-0.4503192,-0.057337005,-0.0055100825,-0.55389583,-0.15319957,-0.0447132,-0.36496237,-0.123405084,-0.04158987,-0.28418106,-0.076043844,0.097334705,-0.38596588,-0.09144941,0.05696917,-0.4539398,-0.14891073,0.014072488,-0.31518948,-0.12062163,0.014818953,-0.24566627,-0.08380779,POINT
0.0,0.0,0.0,-0.116956614,-0.09692792,-0.032619447,-0.19669165,-0.30192712,-0.04865784,-0.15081786,-0.48026204,-0.073017746,-0.069147356,-0.5743111,-0.095998466,-0.15724617,-0.5104135,-0.0045336923,-0.1947087,-0.74330074,-0.05769754,-0.21071924,-0.8766738,-0.089245275,-0.21130903,-1.0,-0.11336904,-0.06917747,-0.49229735,-0.026013147,-0.09212294,-0.6200757,-0.12412896,-0.11520564,-0.44485348,-0.1434597,-0.10724174,-0.3539827,-0.1302872,0.014278117,-0.45158356,-0.05560467,-0.009385976,-0.55605435,-0.15076987,-0.049478073,-0.3711421,-0.12342745,-0.046906944,-0.2873552,-0.07803819,0.0942457,-0.3870174,-0.089686126,0.052619427,-0.45547026,-0.14745674,0.009112928,-0.31880286,-0.12079931,0.00915541,-0.24620801,-0.08530515,POINT
0.0,0.0,0.0,-0.11723306,-0.09433665,-0.032192465,-0.1981523,-0.29640228,-0.046823643,-0.14876708,-0.47502795,-0.06967902,-0.06475342,-0.563726,-0.09149741,-0.16020246,-0.5017016,-0.008034343,-0.19933592,-0.73664224,-0.06485607,-0.21433187,-0.8722438,-0.10199368,-0.215949,-1.0,-0.13054131,-0.07166745,-0.48058248,-0.02850979,-0.093041025,-0.6111306,-0.12629192,-0.114921354,-0.43164334,-0.14558227,-0.106526874,-0.33975786,-0.13429648,0.010877889,-0.43906927,-0.05723978,-0.0084259175,-0.55758095,-0.15124351,-0.05127454,-0.3702193,-0.12345077,-0.0496767,-0.2807464,-0.07914662,0.090600796,-0.37582895,-0.09061944,0.05777354,-0.45713815,-0.14982066,0.009489751,-0.3222576,-0.124729306,0.0046799155,-0.24495107,-0.09084223,POINT
0.0,0.0,0.0,-0.119593,-0.09064214,-0.03322817,-0.19848062,-0.2914271,-0.04695554,-0.14849229,-0.46760342,-0.06803817,-0.070918895,-0.56322837,-0.08848645,-0.1656557,-0.500254,-0.01186814,-0.20419939,-0.7336792,-0.07044315,-0.21871132,-0.87058616,-0.109714605,-0.22222771,-1.0,-0.13900635,-0.07599075,-0.4784228,-0.03145209,-0.096984394,-0.61868566,-0.13053903,-0.120156586,-0.4399438,-0.15207906,-0.11520197,-0.3425301,-0.1412207,0.0074680285,-0.4366938,-0.058946326,-0.009840198,-0.55558336,-0.1544202,-0.051870525,-0.3651635,-0.1287118,-0.052244857,-0.273664,-0.08432628,0.08788731,-0.37468493,-0.090750545,0.059295505,-0.461499,-0.149494,0.012038987,-0.32672733,-0.12362327,0.004057366,-0.2494051,-0.088484906,POINT
0.0,0.0,0.0,-0.119957656,-0.08725667,-0.03604735,-0.20205514,-0.29058075,-0.050187424,-0.14888941,-0.46809593,-0.0700881,-0.072881274,-0.5663119,-0.08911973,-0.1799987,-0.4982027,-0.017850764,-0.2204794,-0.7312564,-0.07896166,-0.23436284,-0.8684386,-0.12019295,-0.23835437,-1.0,-0.15147203,-0.08646032,-0.4805163,-0.03606236,-0.1069105,-0.61639,-0.13597131,-0.124799855,-0.43021438,-0.15672745,-0.11976011,-0.33787584,-0.14595678,0.00045939282,-0.44085792,-0.062297754,-0.016715107,-0.5546797,-0.1589908,-0.053689238,-0.35706228,-0.13104482,-0.054019403,-0.27225435,-0.085739836,0.08327953,-0.38038525,-0.093068235,0.053170726,-0.45686015,-0.15481693,0.010743001,-0.31621325,-0.12891875,0.004833212,-0.24654435,-0.093702555,POINT
0.0,0.0,0.0,-0.116731,-0.086000666,-0.03604046,-0.20096521,-0.28613654,-0.051627766,-0.15189631,-0.46035394,-0.07402461,-0.07201649,-0.55490625,-0.096045576,-0.17823116,-0.4994943,-0.017068638,-0.21900585,-0.73582226,-0.07615182,-0.23361772,-0.8715195,-0.11418552,-0.23822674,-1.0,-0.14286315,-0.08425758,-0.48513386,-0.036335696,-0.10745516,-0.6148379,-0.13858427,-0.12530342,-0.4328445,-0.16043071,-0.12139965,-0.33489823,-0.14900832,0.0037518765,-0.44606298,-0.06351572,-0.017389167,-0.54853666,-0.16213147,-0.051280145,-0.35156384,-0.1366529,-0.05277888,-0.2635282,-0.09164265,0.08802154,-0.38507286,-0.09508047,0.05437149,-0.45485294,-0.15627725,0.013713436,-0.31425032,-0.13096689,0.0071534435,-0.24361151,-0.09574638,POINT
0.0,0.0,0.0,-0.11545171,-0.079808705,-0.037429962,-0.20189786,-0.2769883,-0.054252487,-0.15578823,-0.4527142,-0.077496216,-0.07313277,-0.5445265,-0.10011089,-0.1746549,-0.49281254,-0.019656336,-0.21551785,-0.7336019,-0.07751703,-0.230066,-0.87133074,-0.11222306,-0.23430033,-1.0,-0.13831742,-0.08227486,-0.48107883,-0.037999585,-0.110319324,-0.605147,-0.14135908,-0.12600152,-0.4259855,-0.162014,-0.11874569,-0.3298425,-0.1489255,0.0044348035,-0.4451123,-0.06417308,-0.019939858,-0.53712624,-0.16379869,-0.051315814,-0.3442542,-0.13841908,-0.050939996,-0.25962192,-0.09283208,0.0890272,-0.38699883,-0.094775945,0.049449895,-0.44741845,-0.15635829,0.011468012,-0.30713606,-0.1317212,0.0073655397,-0.23845227,-0.09660279,POINT
0.0,0.0,0.0,-0.12393456,-0.10250287,-0.03018734,-0.21352108,-0.29683453,-0.045687273,-0.16666706,-0.46089965,-0.07071128,-0.07803459,-0.53594303,-0.09554003,-0.16134167,-0.50061166,-0.009767818,-0.20136164,-0.7355555,-0.06508678,-0.21981624,-0.87513,-0.10074191,-0.2262763,-1.0,-0.12822282,-0.073944904,-0.48804146,-0.032357678,-0.11583954,-0.60903037,-0.13195182,-0.13972576,-0.44544244,-0.15469004,-0.12800017,-0.34799266,-0.14445487,0.0088879345,-0.4500165,-0.062680684,-0.026409378,-0.53767425,-0.15195568,-0.0633693,-0.36920077,-0.12887128,-0.056955785,-0.28708047,-0.087800235,0.09328571,-0.38834244,-0.09816238,0.048094306,-0.44617867,-0.14859168,0.0028676915,-0.32853448,-0.124798976,-0.00040381617,-0.26247433,-0.09284145,POINT
0.0,0.0,0.0,-0.1253308,-0.10392737,-0.024284104,-0.22337277,-0.28781152,-0.043213055,-0.20756842,-0.44162768,-0.07280381,-0.119270094,-0.5078191,-0.10249735,-0.1375925,-0.51236796,-0.014216894,-0.17505153,-0.7417151,-0.069265135,-0.19718647,-0.88062996,-0.10341277,-0.20521146,-1.0,-0.12995648,-0.051081922,-0.5063313,-0.039297964,-0.121901944,-0.5678106,-0.13432762,-0.14272837,-0.41740346,-0.1517964,-0.11750417,-0.3390569,-0.14131284,0.026581202,-0.4667541,-0.07153574,-0.045355197,-0.49755457,-0.1540296,-0.074565046,-0.35048312,-0.12648648,-0.0561028,-0.2869508,-0.086714506,0.10359037,-0.4009165,-0.10900578,0.022794304,-0.41114458,-0.15290424,-0.016725974,-0.302347,-0.12692948,-0.008242174,-0.24922788,-0.09553689,POINT
0.0,0.0,0.0,-0.12875614,-0.117404915,-0.021927241,-0.22265375,-0.29628965,-0.040414806,-0.22482774,-0.44821736,-0.06898099,-0.15185817,-0.5178582,-0.09677629,-0.1270174,-0.5394228,9.345055e-05,-0.15966214,-0.7472431,-0.050794996,-0.1794234,-0.88420635,-0.08402137,-0.1883329,-1.0,-0.11002536,-0.04111764,-0.54141986,-0.02478503,-0.14442518,-0.5730103,-0.112820946,-0.16059093,-0.4298552,-0.13036768,-0.12622732,-0.35005772,-0.12107266,0.029788082,-0.50207347,-0.05729865,-0.08462106,-0.49717623,-0.13774012,-0.100525744,-0.35812315,-0.11395032,-0.06705722,-0.29532048,-0.077422306,0.09268472,-0.42858478,-0.09468829,-0.026682174,-0.402538,-0.14248459,-0.048381574,-0.29240176,-0.12158534,-0.019599305,-0.2408928,-0.09260037,POINT
0.0,0.0,0.0,-0.13010907,-0.12737933,-0.020474965,-0.22441368,-0.30665696,-0.041444898,-0.2446436,-0.46670797,-0.072499275,-0.18027744,-0.53166157,-0.10202397,-0.1027674,-0.5668239,0.0036769635,-0.13436803,-0.7588025,-0.043717925,-0.15909132,-0.8879028,-0.07451399,-0.1740183,-1.0,-0.099852234,-0.025179682,-0.5664353,-0.02099959,-0.17337888,-0.57980853,-0.099141784,-0.18604808,-0.4360875,-0.10881079,-0.14175606,-0.36974958,-0.09736149,0.031451482,-0.51874065,-0.05390119,-0.12484818,-0.49607828,-0.12916747,-0.1348098,-0.36421025,-0.10416849,-0.091092184,-0.31294298,-0.06922727,0.07150829,-0.43762994,-0.09204534,-0.071912296,-0.40792048,-0.13974404,-0.093321346,-0.29995546,-0.12174178,-0.06353127,-0.24359512,-0.09560521,POINT
0.0,0.0,0.0,-0.1387777,-0.13371031,-0.024829825,-0.22599983,-0.3091518,-0.05506439,-0.254831,-0.46181923,-0.09399067,-0.20205174,-0.52571523,-0.13030708,-0.0702718,-0.5758497,-0.01088127,-0.10880958,-0.7637642,-0.06335819,-0.1392128,-0.8892502,-0.0974191,-0.15808636,-1.0,-0.12548995,-0.0016193821,-0.5708112,-0.036253773,-0.1813513,-0.5921001,-0.11609696,-0.19733876,-0.43991172,-0.123636186,-0.15170902,-0.37251213,-0.11135846,0.04022704,-0.5186026,-0.06981956,-0.14916866,-0.48795116,-0.14346662,-0.1573341,-0.3557141,-0.115068026,-0.111109994,-0.3066767,-0.079546295,0.05702777,-0.43433377,-0.10948487,-0.10438615,-0.40357748,-0.15706894,-0.12397008,-0.29759684,-0.13853313,-0.09390563,-0.24015963,-0.11258035,POINT
0.0,0.0,0.0,-0.14670163,-0.15416038,-0.024192758,-0.2224213,-0.31600007,-0.061955087,-0.2631595,-0.45077977,-0.1083685,-0.23197725,-0.526881,-0.15224205,-0.040975183,-0.58013564,-0.014918489,-0.08605451,-0.7634416,-0.06961519,-0.11818214,-0.88980633,-0.108018525,-0.14050922,-1.0,-0.13972901,0.018091505,-0.5705572,-0.041724287,-0.18269968,-0.60076344,-0.12008271,-0.20402102,-0.44481784,-0.13001257,-0.16053241,-0.37482485,-0.121513486,0.04302116,-0.51634556,-0.07616381,-0.16820793,-0.49625778,-0.146108,-0.17798713,-0.36106873,-0.115819275,-0.13337201,-0.30747882,-0.08154598,0.035010967,-0.4312581,-0.11664745,-0.13696891,-0.40575376,-0.16396286,-0.1532491,-0.29859585,-0.14396067,-0.122202665,-0.2380312,-0.11735831,POINT
0.0,0.0,0.0,-0.15145631,-0.1687526,-0.021365667,-0.22479297,-0.32536906,-0.06313674,-0.2731801,-0.45403466,-0.113262385,-0.26104128,-0.52851045,-0.16081837,-0.023955116,-0.58738655,-0.023527004,-0.076051585,-0.7649902,-0.079154454,-0.10901694,-0.89062184,-0.11706681,-0.1323208,-1.0,-0.14827996,0.024351481,-0.56620294,-0.052016597,-0.19416536,-0.6015347,-0.121831976,-0.2134226,-0.45768872,-0.124972805,-0.16602875,-0.402337,-0.11680302,0.033126783,-0.5036073,-0.08777623,-0.19204262,-0.49668217,-0.14906162,-0.19719309,-0.3718663,-0.11334924,-0.15016693,-0.32837987,-0.08068855,0.008224149,-0.4135262,-0.12978293,-0.1683416,-0.39331025,-0.17160475,-0.17818598,-0.29630584,-0.14988263,-0.14545138,-0.24604133,-0.12509888,POINT
0.0,0.0,0.0,-0.15333314,-0.16731472,-0.015028218,-0.21980931,-0.31459847,-0.055875223,-0.26890132,-0.43327573,-0.10575755,-0.28446466,-0.5296743,-0.15325245,-0.018154733,-0.5832807,-0.02731246,-0.071285754,-0.76515216,-0.082054675,-0.10332547,-0.8906878,-0.119347304,-0.1271566,-1.0,-0.15036754,0.025249429,-0.56017035,-0.058974054,-0.19877644,-0.599112,-0.12584187,-0.21454893,-0.4541222,-0.1274413,-0.1653746,-0.39293626,-0.12057245,0.027182398,-0.49594775,-0.09695571,-0.20119777,-0.49443418,-0.1544188,-0.20272149,-0.36930695,-0.11618687,-0.15551884,-0.3198784,-0.08456718,-0.003221992,-0.40461245,-0.14082871,-0.18095355,-0.38883358,-0.1832148,-0.1906246,-0.29461545,-0.16246763,-0.16028316,-0.2435602,-0.13944945,POINT
0.0,0.0,0.0,-0.15398751,-0.16577151,-0.012055002,-0.21861586,-0.31341782,-0.05398088,-0.27039263,-0.43168688,-0.105702326,-0.29470596,-0.53460324,-0.15557572,-0.015506494,-0.5827098,-0.02654079,-0.07323871,-0.762863,-0.08002087,-0.10321917,-0.8894146,-0.117133595,-0.12505776,-1.0,-0.14853036,0.0196624,-0.5603549,-0.05934746,-0.20954333,-0.5966164,-0.12618272,-0.22237954,-0.4566908,-0.12939924,-0.17146851,-0.3977893,-0.12459515,0.014416076,-0.49645773,-0.09776936,-0.21699053,-0.49396536,-0.15411371,-0.21584167,-0.37234622,-0.11711495,-0.16603424,-0.32744798,-0.087600626,-0.02107269,-0.40682212,-0.14172973,-0.1986386,-0.38789612,-0.18293637,-0.20263754,-0.29632387,-0.16360594,-0.16676527,-0.25206238,-0.14261518,POINT
0.0,0.0,0.0,-0.1585144,-0.16324867,-0.010362264,-0.21957609,-0.31083423,-0.050194062,-0.26920432,-0.4349331,-0.10003598,-0.30488932,-0.5381564,-0.14835118,-0.015398294,-0.58344674,-0.022293385,-0.07551602,-0.76332724,-0.07407526,-0.1036441,-0.88931304,-0.10982503,-0.1223734,-1.0,-0.13974081,0.015546523,-0.5617956,-0.05437023,-0.21242148,-0.60113746,-0.12054489,-0.22553988,-0.46636906,-0.12492307,-0.17663968,-0.4048229,-0.12084057,0.0043230844,-0.49790567,-0.09184653,-0.22450764,-0.49656403,-0.14819394,-0.22371393,-0.37589166,-0.11547365,-0.17447396,-0.32754272,-0.08855659,-0.03548053,-0.41030887,-0.13439567,-0.21136406,-0.38592684,-0.17631313,-0.21439564,-0.2948545,-0.16165328,-0.17716467,-0.25115046,-0.14388219,POINT
0.0,0.0,0.0,-0.15998116,-0.16363259,-0.008297085,-0.21843159,-0.30736178,-0.049144857,-0.26661885,-0.4296007,-0.10063101,-0.30454493,-0.53135157,-0.15128723,-0.0144711435,-0.57638973,-0.020946806,-0.07217172,-0.7584099,-0.07320159,-0.098298416,-0.88653225,-0.109664366,-0.11663947,-1.0,-0.13997269,0.014329132,-0.5543929,-0.053962,-0.21256311,-0.59992516,-0.1204764,-0.22513317,-0.46472213,-0.124812044,-0.17630759,-0.4028446,-0.12032323,0.0005596504,-0.49089044,-0.09211931,-0.22597556,-0.49489945,-0.14787664,-0.22583154,-0.3733801,-0.114803106,-0.17685847,-0.32388481,-0.08762486,-0.041897483,-0.40384692,-0.13506219,-0.21427438,-0.38103998,-0.17646141,-0.21405515,-0.2902322,-0.16177094,-0.17373258,-0.24781598,-0.14407995,POINT
0.0,0.0,0.0,-0.15982345,-0.16649185,-0.0060246745,-0.21715923,-0.31160054,-0.047362063,-0.2645215,-0.43511418,-0.099829726,-0.30304536,-0.540485,-0.15151937,-0.015084603,-0.5796861,-0.021331698,-0.06978848,-0.7624561,-0.072358295,-0.09715503,-0.88843685,-0.10665368,-0.11718583,-1.0,-0.13543957,0.014661446,-0.5567998,-0.055845577,-0.21141273,-0.6031087,-0.122200996,-0.2238711,-0.46756753,-0.12570414,-0.17535514,-0.403893,-0.12078057,0.00093342783,-0.49227846,-0.09510792,-0.22566965,-0.49914208,-0.15052462,-0.22498423,-0.37666726,-0.116692156,-0.17538618,-0.3254668,-0.0894214,-0.041854497,-0.4053776,-0.13885857,-0.21492472,-0.38551536,-0.18004031,-0.21522114,-0.2946467,-0.1651228,-0.17512867,-0.2504865,-0.14755677,POINT
0.0,0.0,0.0,-0.15937702,-0.16373225,-0.008065389,-0.2178323,-0.31205055,-0.04872244,-0.26498154,-0.43705976,-0.09972712,-0.3011579,-0.54790276,-0.14929058,-0.016558334,-0.58059335,-0.022114491,-0.06739229,-0.76324916,-0.07400892,-0.09381037,-0.88916105,-0.10875856,-0.11359297,-1.0,-0.13790393,0.0155346785,-0.5572371,-0.05634135,-0.20865868,-0.60396206,-0.12217718,-0.22011128,-0.46744773,-0.1246672,-0.1706936,-0.40596604,-0.119228825,0.0044730576,-0.49246335,-0.09583335,-0.2209489,-0.49927503,-0.1511038,-0.21890886,-0.37751085,-0.114960566,-0.16898218,-0.33067074,-0.08644538,-0.03593267,-0.4044312,-0.1401634,-0.20873232,-0.38541165,-0.18125798,-0.2063775,-0.29538983,-0.16436604,-0.16490465,-0.25440946,-0.14551507,POINT
0.0,0.0,0.0,-0.15559658,-0.16548283,-0.0076593407,-0.21568638,-0.3138214,-0.046967436,-0.26410043,-0.43724257,-0.09640527,-0.29823783,-0.54749423,-0.14414425,-0.015508319,-0.58302474,-0.022279663,-0.068482295,-0.76461214,-0.073892005,-0.09574961,-0.8897961,-0.10874257,-0.11614973,-1.0,-0.1380086,0.01670774,-0.5588874,-0.056759503,-0.20891094,-0.60289025,-0.12333842,-0.22247143,-0.46286762,-0.12690343,-0.17363177,-0.39787695,-0.12192865,0.0069839847,-0.4932528,-0.09627336,-0.21872991,-0.49857676,-0.15263654,-0.21799873,-0.37610713,-0.11653304,-0.1691772,-0.32737845,-0.08727162,-0.03123516,-0.40387368,-0.1405494,-0.20433252,-0.39016196,-0.18270428,-0.20494999,-0.30026853,-0.16487771,-0.16579384,-0.25697517,-0.1446616,POINT
0.0,0.0,0.0,-0.15062572,-0.16648792,-0.009593659,-0.21042281,-0.3186318,-0.046740096,-0.2583633,-0.44212073,-0.09355537,-0.2881459,-0.5502319,-0.13847874,-0.010023274,-0.5820325,-0.020885462,-0.06146031,-0.76226693,-0.07250212,-0.08620549,-0.8889378,-0.10820989,-0.10373541,-1.0,-0.13824071,0.02121026,-0.5573561,-0.05451041,-0.20272894,-0.60491604,-0.12266134,-0.21791233,-0.4649169,-0.12806927,-0.16927196,-0.3980242,-0.123507574,0.012408181,-0.49120694,-0.09345861,-0.21012026,-0.49904242,-0.15136509,-0.2113883,-0.37983406,-0.11662414,-0.16324869,-0.33210188,-0.087202705,-0.023667786,-0.40074068,-0.13744181,-0.19338284,-0.39030963,-0.17991804,-0.19761422,-0.30316404,-0.16212402,-0.16177323,-0.25938556,-0.1415577,POINT
0.0,0.0,0.0,-0.14601703,-0.16365351,-0.01684103,-0.21019362,-0.31564465,-0.05344821,-0.25720137,-0.4369135,-0.09833034,-0.26723093,-0.5356374,-0.14120704,-0.013270112,-0.57186353,-0.024552146,-0.057532858,-0.756436,-0.078371465,-0.07508704,-0.88501453,-0.11628158,-0.08458294,-1.0,-0.14816123,0.025459323,-0.5474633,-0.054139048,-0.1893724,-0.594619,-0.12561272,-0.20614463,-0.45304364,-0.1336537,-0.16013208,-0.38325965,-0.129916,0.025044637,-0.48308596,-0.08972065,-0.19231242,-0.4869843,-0.15149274,-0.19517872,-0.36439005,-0.11756602,-0.15064959,-0.3117919,-0.08693209,-0.0035647203,-0.39395687,-0.13095881,-0.1715717,-0.38214996,-0.17655993,-0.18188624,-0.29014114,-0.15847751,-0.15379623,-0.24024257,-0.13637057,POINT
0.0,0.0,0.0,-0.13923742,-0.16573575,-0.022247087,-0.20580243,-0.32019073,-0.05644676,-0.25004876,-0.4417826,-0.09815847,-0.25103098,-0.5302441,-0.13735451,-0.020767948,-0.5778149,-0.025308156,-0.056298167,-0.7608715,-0.081712395,-0.07218112,-0.8863413,-0.12282316,-0.07965763,-1.0,-0.15695605,0.027100496,-0.5523767,-0.051825322,-0.18476278,-0.58305806,-0.12851214,-0.20537525,-0.43945527,-0.14089921,-0.15995145,-0.36839125,-0.13868602,0.03741766,-0.4845255,-0.08513138,-0.17469707,-0.47412255,-0.15304536,-0.17843953,-0.35128945,-0.123470135,-0.13300714,-0.29495153,-0.09285698,0.020720484,-0.39022452,-0.12470196,-0.14130755,-0.37280697,-0.1738474,-0.16528118,-0.2813042,-0.15800774,-0.14920336,-0.22613837,-0.13587654,POINT
0.0,0.0,0.0,-0.13882808,-0.15595374,-0.027571395,-0.21140094,-0.32126302,-0.057321135,-0.23545209,-0.45752016,-0.09513071,-0.19744684,-0.5348532,-0.13164547,-0.047904316,-0.5704474,-0.017908674,-0.06951655,-0.75835073,-0.07029177,-0.075952515,-0.88570076,-0.10887989,-0.07650633,-1.0,-0.14062405,0.017745959,-0.55297923,-0.0390194,-0.16130933,-0.5683634,-0.12146068,-0.19393496,-0.42703086,-0.14094925,-0.16658582,-0.3454939,-0.13875379,0.05178793,-0.4935162,-0.066635184,-0.13808928,-0.4635831,-0.13824321,-0.15283619,-0.33682603,-0.11524303,-0.120013855,-0.27166635,-0.08490148,0.06162974,-0.40624702,-0.1005378,-0.0962342,-0.3681276,-0.14619915,-0.123699315,-0.27017054,-0.13001153,-0.107145,-0.21331367,-0.10593946,POINT
0.0,0.0,0.0,-0.12355756,-0.14200233,-0.026139803,-0.19371533,-0.3128765,-0.050501857,-0.18905784,-0.46488947,-0.0843456,-0.12162888,-0.5406132,-0.11705861,-0.07046278,-0.5485888,-0.009431768,-0.07358058,-0.75306165,-0.059551198,-0.068420656,-0.8852981,-0.09575037,-0.060618296,-1.0,-0.12525982,0.013548881,-0.54129547,-0.030793007,-0.109223925,-0.5313214,-0.11415166,-0.12679392,-0.39221916,-0.13316363,-0.09993731,-0.30884275,-0.13012493,0.07135586,-0.48854172,-0.05919503,-0.062018562,-0.4533172,-0.13411173,-0.08082068,-0.321221,-0.11061837,-0.060511626,-0.24116075,-0.07833054,0.110807344,-0.40303814,-0.093943246,-0.0111174015,-0.35616395,-0.14312464,-0.04795206,-0.25224504,-0.12791443,-0.046364434,-0.18712258,-0.10356308,POINT
0.0,0.0,0.0,-0.11810013,-0.12804341,-0.023417918,-0.19059739,-0.30704114,-0.042083293,-0.16321097,-0.45256296,-0.0712446,-0.082644224,-0.5034859,-0.10042705,-0.093083814,-0.53019273,-0.013030064,-0.09117511,-0.7481514,-0.060449537,-0.08259818,-0.8848465,-0.09264261,-0.07283147,-1.0,-0.118077494,-0.0065417774,-0.51452017,-0.034793686,-0.079084344,-0.5411556,-0.1174158,-0.09689733,-0.41112843,-0.13669318,-0.08177157,-0.31999862,-0.13216746,0.06332897,-0.4633093,-0.06248793,-0.009772654,-0.4707458,-0.13556063,-0.045463063,-0.34782284,-0.11618697,-0.046253838,-0.26168615,-0.085597284,0.12110226,-0.38253775,-0.09547396,0.05186707,-0.38256818,-0.14108424,-0.001960324,-0.28693584,-0.12473031,-0.021538682,-0.21306369,-0.10008247,POINT
0.0,0.0,0.0,-0.11140582,-0.13357459,-0.029116334,-0.16734582,-0.3234879,-0.047035597,-0.11339426,-0.46975937,-0.074155204,-0.03206875,-0.54508173,-0.10092098,-0.10581532,-0.5231434,-0.0071280566,-0.103290424,-0.74441403,-0.058211513,-0.093431756,-0.88329846,-0.09308734,-0.08227354,-1.0,-0.1181013,-0.024908915,-0.49749255,-0.028885657,-0.047555372,-0.6173293,-0.11442035,-0.08952723,-0.5237131,-0.14240956,-0.11223025,-0.440864,-0.13991074,0.049655113,-0.44604787,-0.057232726,0.026688544,-0.50663424,-0.13881828,-0.025717186,-0.37376744,-0.12630005,-0.049314246,-0.27712077,-0.09423909,0.11536416,-0.3664908,-0.090147525,0.07760905,-0.40374672,-0.13996917,0.021923952,-0.30473238,-0.12236834,-0.005508215,-0.23006035,-0.0944934,POINT
